word,polar
sexcapade,0.25
sexiness,0.5
sexism,-0.25
sextet,0.125
sextette,0.125
sexually,0.375
shabbily,0.25
shabby,0.125
shade,-0.125
shading,-0.125
shadow,-0.3125
shadowed,-0.375
shadowy,-0.375
shady,-0.375
shag,0.125
shaggily,0.125
shaggy,0.125
shake,-0.25
shakedown,0.125
shaken,-0.5
shakily,0
shakiness,0.125
shaking,0.125
shaktism,-0.375
shaky,-0.25
shallowly,0.125
sham,-0.3125
shambles,-0.125
shambolic,-0.375
shambolically,0.25
shame,-0.625
shamed,-0.125
shamefaced,0.25
shamefacedly,0.25
shamefacedness,-0.375
shameless,-0.5
shank,-0.375
shanny,-0.125
shape,0.625
shaped,0.125
shapelessly,0.25
share,0.125
sharing,-0.125
sharpen,-0.125
sharply,0.4375
sheath,0.125
sheeny,0.5
sheepish,0.0625
sheepishly,0.25
sheepishness,-0.375
sheeplike,-0.125
sheer,-0.25
sheetlike,-0.125
sheetrock,0.375
shell,-0.125
shelled,-0.25
shellfire,0.125
shellproof,0.125
shelter,-0.25
sheltered,-0.75
shema,-0.125
shenanigan,-0.5625
shew,0.5
shield,-0.125
shift,0.083333333
shiftily,0.125
shifting,-0.125
shiftless,-0.25
shifty,-0.5
shigellosis,0.125
shimmer,-0.125
shimmery,0.375
shine,0.3125
shiner,-0.25
shingles,-0.5
shingling,-0.5
shining,0.625
shiny,0.5
shipshape,-0.25
shipwreck,-0.291666667
shirring,-0.125
shirtdress,0.25
shirtfront,0.125
shirtsleeves,-0.375
shirtwaist,0.125
shirtwaister,0.125
shit,-0.25
shite,-0.25
shitless,-0.375
shitwork,-1
shivaism,-0.375
shivaree,0.5
shiver,-0.3125
shivering,-0.25
shivery,-0.75
shlep,-0.875
shlock,-0.875
shock,-0.520833333
shocked,0.25
shoddily,0.25
shoddy,-0.8125
shoot,-0.5
shop,-0.25
short,-0.3
shortbread,0.125
shorten,-0.1875
shortly,0
shortsightedness,-0.125
shot,-0.166666667
shoulder,-0.125
shout,-0.5
shouting,-0.5
shove,-0.25
show,0.21875
showcase,0.125
showdown,-0.5
shower,-0.25
showery,-0.25
showily,0.25
showpiece,0.125
showtime,0.125
showy,-0.0625
shred,-0.25
shrewdly,0.125
shrewishly,0.25
shriek,0.125
shrieked,-0.5
shrieking,0.125
shrill,0.125
shrilly,0.125
shrink,-0.3125
shrive,0.125
shrug,-0.125
shtick,0.25
shtik,0.25
shudder,-0.375
shuddering,-0.125
shuddery,-0.75
shun,0.125
shunning,0.5
shutter,0.25
shwa,-0.125
shy,0.25
shyly,0.375
shyness,-0.25
sialadenitis,-0.5
sibilant,0.25
sibilation,-0.125
sick,-0.5
sicken,-0.25
sickening,-0.5
sickeningly,-0.125
sickish,-0.5
sickly,-0.625
side,-0.125
sidearm,0.25
sidelong,0.125
sideropenia,-0.5
sideslip,-0.25
sidesplitter,-0.125
sidetrack,-0.125
sids,0.375
sieve,-0.125
sift,-0.125
sightly,0.75
sign,0.125
signalisation,0.25
signalise,0.25
signalization,0.25
signalize,0.25
signally,0.125
silence,-0.125
silenced,-0.125
silent,-0.625
silicide,-0.125
silicosis,-0.5
silken,0.125
silkily,0.125
silklike,0.125
silky,0.125
silly,-0.375
silver,0.1875
silvern,-0.0625
silvery,-0.0625
similar,-0.125
simmer,-0.375
simnel,-0.375
simper,0.0625
simperingly,-0.25
simplification,0.375
simplism,-0.125
simply,0.5
simulation,-0.125
sin,-0.25
sincerely,-0.125
sincerity,0.5
sinewy,-0.1875
sinful,-0.75
singsong,-0.25
singularise,0.25
singularize,0.25
sinister,-0.75
sink,0.125
sinking,-0.25
sinless,0.5
sinusitis,-0.625
sinusoidally,0.25
sipuncula,0.375
siriasis,-0.125
sistrurus,0.25
sitta,-0.125
situation,-0.25
sivaism,-0.375
size,0.125
skank,-0.625
skedaddle,0.125
skeptical,0.25
skeptically,0.25
sketchily,0.125
sketchiness,0.5
skid,-0.25
skilfully,0.25
skilletfish,0.125
skillfully,0.25
skim,0.125
skimcoat,-0.125
skimpily,0.25
skimpy,-0.125
skip,-0.333333333
skipjack,-0.125
skirting,0.125
skitter,-0.125
skittishly,0.25
skydiving,0.125
skylark,0.25
slack,-0.375
slacken,0.125
slackly,0.25
slam,0.25
slammer,0.125
slander,0.375
slang,-0.041666667
slangily,0.25
slanguage,-0.125
slangy,0.25
slant,-0.375
slapdash,0.25
slapstick,0.25
slash,0.125
slat,0.25
slather,-0.125
slaughter,-0.25
slaughterous,-0.625
slavishly,0.25
slaw,0.125
slaying,-0.375
sleazy,-0.75
sleek,0.25
sleekly,0.25
sleep,-0.125
sleeper,-0.5
sleepily,0.25
sleeping,-0.125
sleepless,-0.4375
sleeplessly,0.375
sleeplessness,-0.375
slender,0.125
slenderly,0.25
slice,0.125
slick,0.3125
slickly,-0.125
slight,-0.25
slightingly,0.25
slime,-0.25
slimly,0.25
slip,-0.3
slippery,-0.75
slipshod,0.375
slit,0.125
slivovitz,0.125
slop,-0.25
sloppily,0.25
sloppiness,-0.375
sloppy,-0.041666667
slosh,-0.375
slouchily,0.25
slouchy,-0.375
slovenliness,-0.375
slovenly,-0.5
slow,-0.3125
sludge,-0.25
slugfest,-0.25
sluggish,-0.1875
sluggishly,0.25
sluicing,-0.125
slumber,-0.125
slumberous,0.375
slumbery,0.375
slumbrous,0.375
slump,-0.25
slush,-0.375
slushy,-0.125
sluttish,-0.25
sly,0.5
slyly,0.25
smack,0.1875
small,-0.875
smallpox,0.25
smarmily,0.25
smart,-0.15625
smarting,-0.625
smartly,0.416666667
smartness,-0.625
smash,0.03125
smasher,0.625
smear,-0.125
smell,-0.875
smelly,-0.75
smile,0.125
smiling,0.125
smilingly,0.25
smirch,0.125
smirk,0
smite,-0.875
smitten,-0.375
smoke,-0.125
smoky,-0.25
smolder,-0.375
smoldering,0.25
smolderingly,-0.25
smooch,0.5
smooching,-0.25
smooth,0.5
smoothly,0.125
smother,-0.125
smothering,-0.25
smoulder,-0.375
smouldering,0.25
smoulderingly,-0.25
smudge,-0.125
smugly,0.375
smugness,-0.125
smut,-0.375
smuttily,0.25
smuttiness,-0.625
snafu,-0.125
snake,-0.375
snakebite,-0.375
snap,0.075
snapper,0.125
snappishly,-0.25
snare,-0.125
snarl,-0.25
snatch,0
sneakily,0.25
sneakingly,0.25
sneaky,-0.25
sneer,0
sneeringly,0.25
sneezy,0.375
snicker,0.125
snidely,0.25
sniffle,-0.375
sniffly,-0.625
snigger,0.125
snit,-0.25
snitch,-0.25
snivel,-0.0625
sniveling,0.25
snobbishly,0.25
snootily,0.25
snooze,-0.375
snort,0
snow,0.5
snub,-0.75
snuff,-0.125
snuffle,-0.25
snuffling,-0.625
snuffly,-0.625
snuggle,0.25
snuggling,-0.25
snugness,0.125
soak,-0.3125
soaking,-0.125
sob,-0.208333333
sobbing,-0.125
sober,-0.333333333
soberly,0.125
sobriety,0.125
socage,-0.125
sociably,0.1875
social,-0.125
socialisation,0.375
socialization,0.375
sociobiologically,0.25
socioeconomically,0.25
sociolinguistically,0.25
sociologically,0.125
sock,-0.25
sodden,0.125
soft,-0.21875
soften,-0.125
softheartedness,0.375
softly,0.0625
softness,-0.5
soggy,0.125
soil,-0.4375
solace,-0.625
solacement,-0.625
solarise,-0.25
solarize,-0.25
sole,0.125
solemnity,-0.25
solemnly,0.125
solenogaster,-0.125
solenopsis,-0.125
solicit,0.125
solicitation,0.5
solicitous,0.25
solicitously,0.25
solicitousness,-0.125
solicitude,-0.125
solid,0
solidly,0.25
solidness,0.125
soliton,-0.25
solution,0.125
solvent,0.125
soman,0.125
somber,-0.4375
somberly,0.25
somberness,-0.5
sombre,-0.4375
sombrely,0.25
sombreness,-0.5
some,0.25
somehow,-0.25
sometime,-0.625
somniferous,-0.25
somnific,-0.25
somnolent,0.375
somnolently,0.25
sonatina,0.125
sonorously,0.25
soochong,-0.625
soon,-0.125
sooner,0.125
soothe,0.25
soothing,0.25
soothingly,0.125
sootiness,-0.625
sooty,-0.125
sop,0.1875
sophistic,-0.556
sophistical,-0.556
sophisticate,-0.125
sophistication,-0.25
soporiferous,-0.25
soporific,-0.25
sopping,-0.125
soppy,0.125
sorbate,0.375
sorbefacient,0.375
sordid,-0.5
sordidness,-0.75
sore,0.125
sorely,-0.25
soreness,-0.125
sorrel,-0.125
sorrow,-0.75
sorrowfully,0
sorrowfulness,-0.75
sorry,-0.0625
sottishly,0.25
sottishness,-0.125
souchong,-0.625
sought,0.125
soulfully,0.25
soullessly,0.25
sound,0.25
soundlessly,-0.375
soundly,0.375
soundness,0.125
sour,-0.325
soured,-0.75
sourish,-0.25
sourly,0.125
souse,-0.125
souvenir,0.125
soy,0.375
soya,0.375
soybean,0.375
spa,0.125
space,0.125
spalax,-0.125
span,0.375
spang,0.125
spangled,-0.375
spangly,-0.375
spare,-0.166666667
sparely,0.125
spareribs,-0.125
sparing,-0.25
sparkle,0.4375
sparkling,0.125
spasm,-0.75
spasmodic,-0.875
spasmolysis,-0.375
spastic,-0.6875
spat,-0.1875
spate,-0.25
spatulate,0.375
spavin,-0.25
speaking,0.3125
spearfish,0.25
specialisation,0.125
specialise,0.375
specialization,0.125
specialize,0.375
specifically,0.375
specification,0.25
specify,0.125
specious,-0.625
speciously,0.25
spectacle,0.125
spectacled,-0.25
spectacular,0.125
spectacularly,0.25
spectrometry,0.375
spectroscopy,0.375
speculate,-0.25
speculation,-0.125
speculatively,0.25
speculativeness,-0.125
speech,-0.1875
speechless,-0.625
spellbind,0.125
spellbinding,0.375
spendthrift,-0.125
spent,0.125
sphecidae,-0.25
sphecoid,-0.125
spheniscidae,-0.25
spheniscus,-0.125
spherically,0.375
sphingid,0.125
sphyrna,-0.125
spicily,0.25
spicy,-0.125
spiel,-0.25
spiffing,0.875
spike,0.125
spill,-0.125
spillikins,-0.125
spinal,-0.375
spineless,-0.25
spinnable,0.625
spiny,-0.375
spirit,0.375
spirited,0.0625
spiritedly,0.625
spiritise,0.375
spiritize,0.375
spiritual,0.375
spiritually,0.125
spirochaetales,0.125
spirochaete,0.375
spirochete,0.375
spironolactone,-0.25
spirt,-0.125
spite,-0.875
spiteful,-0.25
spitefully,0.125
spitefulness,-0.875
splash,-0.125
splay,0.125
spleen,-0.5
splendid,0.75
splendidly,0.4375
splendiferous,0.5
splenitis,-0.625
splenomegaly,-0.375
splurge,-0.1875
splutter,0.25
spodoptera,-0.375
spoil,-0.208333333
spoilage,-0.125
spoiled,-0.75
spoiling,-0.125
spoilt,-0.75
spondylarthritis,-0.625
spondylitis,-0.75
spondylolisthesis,-0.25
spontaneously,0.1875
spookily,0.375
spoonfeed,-0.125
spoonfeeding,-0.125
sporanox,0.125
sporotrichosis,-0.375
sporozoa,0.625
sporozoan,0.25
sport,-0.5
sportingly,0.125
sportively,0.625
sporty,0.25
spot,-0.25
spotlessly,0.25
spotlessness,0.125
spots,-0.5
sprain,-0.75
sprawling,-0.125
spraying,-0.25
spread,0.25
spree,0.5
springtide,0.0625
springy,-0.25
sprout,0.25
spruce,0.25
sprucely,0.5
spruceness,0.375
sprue,-0.25
spunky,-0.25
spurious,-0.625
spurn,-0.25
spurt,-0.125
sputter,0.25
spying,0.125
squab,0
squabble,-0.1875
squalidae,0.125
squalidness,-0.75
squall,-0.125
squally,-0.625
squalor,-0.75
square,0.125
squarely,0
squash,0.125
squashed,-0.125
squashy,-0.5
squawk,-0.3125
squeal,0.0625
squeamishly,0.25
squeeze,0.208333333
squelch,0
squilla,0.375
squinch,-0.375
squint,-0.25
squirt,-0.125
sspe,-0.125
stab,-0.25
stably,0.125
stack,-0.125
stacte,-0.125
stag,-0.25
stagger,-0.1875
staggeringly,-0.25
staggers,-0.25
stagily,0.125
stagnancy,-0.5
stagnation,-0.5
staidly,0.125
stain,-0.125
stained,-0.375
stainless,0.625
stale,0.25
stalemate,-0.375
stalked,-0.125
stalkless,-0.125
stall,-0.125
stalling,-0.125
stalwart,0.25
stammer,-0.125
stamp,-0.15625
stanchly,0.25
stand,-0.375
standardisation,0.3125
standardise,-0.375
standardization,0.3125
standardize,-0.375
standoffish,-0.5
standoffishly,0.25
standstill,-0.375
staph,-0.125
staphylococci,-0.125
staphylococcus,-0.125
staple,0.125
starchless,-0.125
starchlike,0.125
stare,0.125
starfish,0.125
stargaze,-0.125
starkly,0.375
starless,-0.625
starlike,-0.125
starry,-0.375
start,-0.0625
startle,-0.25
startled,-0.25
startling,-0.125
startlingly,0.25
starvation,0.125
starve,-0.083333333
starved,-0.375
starving,-0.375
stasis,-0.1875
state,0.25
stately,0.5
statin,0.125
stationary,-0.625
statistically,0.375
statuesque,0.5
stature,0.5
staunchly,0.25
stay,-0.375
std,0.125
steadfastly,0.5
steadied,0.125
steadily,0.0625
steady,-0.125
steal,-0.625
stealthily,0.25
steaming,-0.125
steamy,0.125
stearin,-0.375
steatorrhea,-0.25
steeply,0.125
steering,0.125
stemless,-0.1875
stenograph,-0.25
stenosis,-0.125
stercobilinogen,-0.25
stereotype,-0.25
stereotypically,0.125
sterilise,-0.25
sterility,-0.375
sterilize,-0.25
sterling,0.875
sterninae,0.375
sternly,-0.125
sternutative,-0.375
sternutatory,-0.375
stertorously,0.125
stew,0.125
stewing,-0.125
stick,-0.225
sticker,-0.3125
stickily,0.125
sticktight,0.375
sticky,0.125
stiff,0
stiffly,0.125
stifle,-0.25
stigmatic,-0.25
stigmatism,0.5
still,-0.107142857
stillborn,-0.25
stillness,-0.25
stilted,-0.25
stiltedly,0.25
stimulant,0.25
stimulate,0.1875
stimulating,0.1875
stimulation,0.5
stimulative,0.5
sting,-0.770833333
stinger,-0.1875
stingily,0.375
stinging,-0.75
stingray,0.125
stingy,-0.625
stink,-0.875
stinker,-0.25
stinking,-0.75
stinky,-0.875
stinting,-0.25
stir,0.041666667
stirk,0.125
stirring,0.4375
stirringly,0.125
stitch,-0.375
stitchery,0.125
stock,0.125
stocked,-0.125
stockily,0.125
stockpiling,0.125
stodgily,0.25
stoically,0.125
stolidity,-0.25
stolidly,0.375
stomach,-0.3125
stomatitis,-0.375
stomatopod,0.375
stone,0.125
stonewalling,-0.375
stonewash,-0.125
stonily,0.125
stoning,-0.125
stool,-0.125
stop,-0.375
stopper,0.125
stopple,0.125
storm,-0.208333333
stormily,-0.125
storminess,-0.125
stormy,-0.75
story,-0.375
stouthearted,0.25
stoutly,0.25
strabismus,-0.25
straggle,-0.3125
straggling,-0.125
straggly,-0.125
straight,-0.05
straightarrow,0.75
straightaway,-0.375
straightforward,-0.375
straightforwardly,0.25
straightness,0.25
strain,-0.229166667
strained,-0.125
straining,-0.5
straits,-0.875
strangely,0.25
strangle,0
strangles,-0.625
strategically,0.25
strawman,-0.125
strawworm,-0.5
streak,-0.125
stream,-0.125
street,0.125
strength,0.125
strengthen,0.375
strengthening,0.125
strenuously,0.625
strep,0.375
streptococci,0.375
streptococcus,0.375
streptomycetaceae,0.125
stress,-0.041666667
stressed,-0.625
stressful,-0.625
stretch,0.041666667
stretching,0.25
striate,0.25
stricken,-0.375
strict,-0.0625
strictly,0.25
stricture,-0.125
strident,-0.5
stridently,0.25
strife,-0.375
strike,0
strikeout,-0.25
strikingly,0.125
strikingness,0.125
stringently,0.25
stringy,-0.5
strip,-0.0625
stripe,0.125
strix,-0.125
stroke,-0.041666667
strong,0.3125
strongly,0.125
stroppy,-0.625
struck,-0.375
struggle,-0.375
struggling,-0.25
struma,-0.375
strut,-0.375
struthiomimus,-0.125
stub,-0.125
stubborn,-0.6875
stubbornly,-0.125
studded,-0.375
studious,0.125
studiously,0.25
stuff,0
stuffed,-0.375
stuffily,0.25
stuffiness,-0.125
stuffy,-0.125
stultify,0.25
stumble,-0.375
stump,-0.375
stumper,-0.5
stun,-0.125
stunned,0.5
stunner,-0.125
stunning,0.0625
stunningly,0.25
stunt,-0.4375
stunted,-0.625
stupefaction,-0.375
stupefy,-0.041666667
stupefying,0.125
stupidity,-0.125
stupidly,0.25
stupor,-0.75
sturdily,0.125
sturdiness,-0.125
stutter,-0.125
sty,-0.125
stye,-0.125
stygian,-0.125
stylisation,-0.125
stylishly,0.125
stylistically,0.375
stylization,-0.125
stylostixis,-0.125
styptic,-0.25
suasible,-0.125
suavely,0.25
subacid,-0.25
subartesian,-0.125
subbing,-0.5
subclavian,0.125
subconsciously,0.125
subdue,0.125
subdued,-0.625
subfusc,-0.125
subjacent,-0.125
subject,-0.208333333
sublimate,0.125
sublimely,0.125
subliterary,-0.375
submergible,0.25
submersible,0.25
submission,-0.125
submissively,0.25
submit,0.125
subordinate,-0.208333333
subordination,0.125
suborn,-0.1875
subornation,0.25
subservient,-0.25
subserviently,0.25
subside,-0.25
subsidence,-0.1875
subsiding,-0.25
substantial,0.25
substantially,0.125
substantiate,0.125
substantive,0.125
substitutable,-0.625
substituting,-0.5
subterfuge,-0.25
subtilize,0.1875
subtly,0.125
subtract,-0.25
subtractive,0.25
suburbanise,-0.125
suburbanize,-0.125
subversion,0.625
subvert,-0.25
success,0.333333333
successful,0.625
successfully,0.125
successfulness,0.75
succinctness,-0.125
succor,0.125
succotash,0.125
succour,0.125
succumb,0.5
suck,0.125
suckling,0.25
sudorific,0.125
sudsy,-0.375
suet,-0.125
suffer,-0.5
sufferable,-0.625
suffering,-0.625
sufficiency,-0.25
sufficient,-0.625
suffocate,-0.15625
suffocating,-0.25
suffocative,-0.25
sugarless,-0.375
suggest,0.333333333
suggestibility,-0.25
suggestible,-0.125
suggestion,-0.25
suggestively,0.25
suit,0.416666667
suitably,0.25
sulk,-0.1875
sulkily,0.25
sulkiness,-0.375
sulky,-0.125
sullenly,0.125
sullenness,-0.875
sully,0.0625
sultrily,0.25
sumpsimus,0.25
sumptuously,0.375
sumptuousness,0.125
sunbaked,-0.25
sunder,-0.125
sunk,-0.625
sunlit,-0.25
sunni,0.125
sunnily,0.375
sunny,0.5
sunstroke,-0.125
sunstruck,-0.25
sup,-0.25
super,0.25
superable,0.375
superannuate,-0.166666667
superb,0.875
superbia,0.375
superbly,0.375
superciliously,0.25
supererogation,-0.25
superficially,0.125
superfine,0.25
superfluous,-0.625
superfluously,0.25
superhighway,0.375
superinfection,-0.125
superior,0.458333333
superlative,0.875
supernaturally,0.125
superordinate,0.4375
superoxide,-0.25
supersensitised,-0.25
supersensitive,-0.25
supersensitized,-0.25
supersonic,0.375
superstitiously,0.25
supervene,-0.125
supine,-0.75
supinely,0.125
supplicate,0.125
supplication,-0.125
supply,0.125
support,-0.5
supportable,-0.625
supported,0.25
supporting,0.625
supportive,0.125
supposable,0.125
suppose,0.208333333
supposition,-0.125
suppressed,-0.25
suprainfection,-0.375
supremacy,0.125
supreme,0.75
surcharge,-0.25
surd,-0.5
surefooted,-0.5625
surf,-0.5
surface,0.25
surfacing,0.125
surfeit,-0.208333333
surge,0.041666667
surging,-0.5
surlily,0.25
surmisable,0.125
surmisal,-0.125
surmise,-0.1875
surmountable,0.5
surpassing,0.75
surpassingly,0.125
surprisal,-0.125
surprise,-0.03125
surprised,-0.125
surprisedly,0.125
surprising,-0.625
surprisingly,0.125
surreptitiously,0.25
surroundings,0.125
survivor,-0.125
susceptibility,-0.125
susceptible,0.3125
susceptibleness,-0.125
suspect,-0.083333333
suspected,0.25
suspend,-0.375
suspense,-0.125
suspenseful,-0.5
suspension,0.083333333
suspensive,-0.5
suspicious,-0.625
susurration,-0.5625
susurrus,-0.625
swagger,-0.25
swaggering,0.125
swallow,-0.175
swash,0
swashbuckling,0.125
swat,-0.125
sway,-0.125
swear,0.375
swearing,-0.375
swearword,-0.375
sweat,0.125
sweepingly,0.125
sweet,-0.125
sweeten,0.5
sweetener,0.125
sweetening,0.25
sweetish,0.125
sweetly,0.25
sweetmeat,0.625
swell,-0.4375
swelling,-0.375
swelter,-0.1875
swept,0.375
swiftly,0.25
swimming,-0.375
swimmingly,0.125
swing,0.1875
switcheroo,-0.25
swither,0.125
swoon,-0.5
sworn,-0.25
syllogise,0.125
syllogize,0.125
symbiotically,0.25
symbolically,0.125
symmetrically,0.125
sympathetic,-0.0625
sympathetically,0.375
sympathise,0.125
sympathize,0.125
sympathy,-0.625
symphysis,-0.25
symptomatic,0.125
symptomless,-0.25
syncategorem,-0.25
syncategorematic,-0.375
syncategoreme,-0.25
synchronisation,-0.375
synchronization,-0.375
synchronizing,-0.375
synchronously,0.25
syncopate,-0.25
syncope,-0.75
syndactylism,0.125
syndactyly,0.125
syndrome,-0.125
synechia,-0.125
synergistically,0.375
syngnathus,-0.125
synonymously,0.25
synovitis,-0.625
syntactically,0.25
synthetically,0.125
syrupy,0.0625
system,-0.125
systematic,-0.5
systematically,0.25
tabasco,-0.125
tabbouleh,-0.125
tabooli,-0.125
tachinidae,-0.125
tachycardia,-0.125
taciturn,-0.125
tacking,-0.125
tacky,-0.5
taconite,-0.375
tactful,0.5
tactfully,0.5
tactile,-0.375
tactless,0.125
tactlessly,0.125
tactual,-0.375
tadpole,-0.25
taenia,0.125
taichi,0.125
taichichuan,0.125
tailless,-0.625
taillike,-0.25
tailspin,-0.375
taint,-0.25
tainted,-0.5
taipan,-0.125
takahe,-0.125
take,-0.09375
taken,-0.375
takeoff,-0.125
taking,0.625
tale,-0.375
talipes,0.125
talk,-0.125
talkative,-0.125
talkatively,0.25
talkily,0.25
talking,-0.125
talky,-0.125
tall,0.5
tallish,0.125
taloned,-0.25
tamable,0.625
tame,0.275
tameable,0.625
tamed,0.5
tamely,0.125
tandearil,-0.125
tang,-0.3125
tangible,0.5
tangibly,0.125
tangy,-0.25
tank,-0.125
tannish,-0.125
tantalise,-0.125
tantalize,-0.125
tantalizingly,0.25
tantrum,-0.5
taoism,0.125
tap,0.1875
taper,0.25
tapered,0.25
tapering,0.25
tapestried,-0.125
tapeworm,0.25
taphephobia,0.125
tapirus,-0.125
taradiddle,-0.375
tarantella,0.375
tarantelle,0.375
tarantism,-0.5
tarantula,-0.25
tardily,-0.125
tarradiddle,-0.375
tarsitis,-0.625
tart,-0.25
tartly,0.125
tasseled,-0.125
tasselled,-0.125
taste,0.125
tasteful,0.625
tastefully,0.125
tasteless,-0.125
tastelessly,-0.625
tastily,0.125
tasting,0
tasty,0.375
tatterdemalion,-0.375
tattered,-0.375
tattily,0.125
tatty,-0.1875
taunt,-0.125
taunting,-0.125
tauntingly,0.125
taut,-0.25
tautly,0.125
tautness,-0.25
tautology,-0.125
tawdrily,0.125
tawdry,-0.75
taxonomically,0.125
taxpaying,-0.5
tayassu,-0.25
tayassuidae,-0.25
tazicef,-0.25
tc,-0.125
tce,-0.125
tchotchke,-0.125
teach,0.5
teachable,0.5
teaching,0.25
tear,-0.25
tearaway,-0.625
tearful,-0.5
tearfully,0.125
tearfulness,-0.75
tearless,0.25
teary,-0.25
tease,0
teaser,0.25
teasing,-0.5
teasingly,0.125
technetium,-0.125
technically,0.25
techno,0.25
technobabble,0.25
technophobia,-0.5
tediously,0.25
tedium,-0.375
teetotaling,0.125
teetotalism,0.125
telekinesis,-0.25
telepathy,0.125
telescopically,0.25
tell,-0.25
tellingly,0.125
temerarious,0.375
temper,-0.375
temperance,0.125
temperate,-0.5
temperately,0.25
tempestuous,-0.125
temporary,-0.125
tempra,-0.5
tempt,-0.125
temptable,-0.125
temptation,0.25
temptingly,0.5
tenacious,-0.75
tenaciously,-0.125
tend,0.375
tendency,0.375
tendentiously,0.25
tender,-0.125
tenderheartedness,0.25
tenderly,0.25
tenderness,0.333333333
tendinitis,-0.625
tendonitis,-0.625
tendosynovitis,-0.25
tenebrific,-0.125
tenebrious,-0.125
tenebrous,-0.125
tenesmus,-0.75
tenonitis,-0.625
tenosynovitis,-0.25
tense,-0.125
tensely,0.125
tenseness,-0.25
tension,-0.25
tensionless,0.25
tensity,-0.25
tentaculata,0.125
tentatively,0.125
tenuous,0.125
tenuously,0.25
tepidly,0.25
terahertz,-0.125
teras,-0.125
tergiversate,0.125
termes,-0.125
terrestrial,0.25
terrestrially,0.25
terrible,-0.625
terribly,-0.25
terrific,-0.625
terrifically,0.375
terrifying,-0.625
terrine,-0.375
territorial,0.375
territorially,0.25
terror,-0.5
terrorisation,0.125
terrorization,0.125
terseness,-0.5
tessellation,0.375
test,0.125
testacea,-0.125
testacean,-0.5
testate,0.375
testily,0.25
testing,0.125
tet,0.125
tetanilla,-0.875
tetany,-0.875
tetartanopia,0.125
tetchily,-0.25
tethys,-0.125
tetrasaccharide,0.25
tetrodotoxin,-0.375
thalarctos,-0.5
thanatophobia,-0.25
thaneship,-0.25
thankfulness,-0.375
thanks,0
thaumaturgy,0.125
thaw,0.125
thawed,-0.5
theatrical,0.125
theatrically,0.125
thematically,0.125
theme,0.125
then,0.375
theologically,0.125
theorem,0.125
theoretically,0.125
theorise,0.25
theorize,0.0625
therewithal,-0.25
thermalgesia,-0.5
thermoacidophile,0.5
thermodynamically,0.375
thermostatically,0.25
thickened,-0.125
thickly,-0.1875
thin,-0.041666667
thing,-0.125
think,0.291666667
thinkable,0.5
thinly,-0.375
thirst,0.208333333
thirstily,0.25
thirstiness,-0.125
thirsty,0.25
thoriated,0.125
thornless,-0.25
thorny,-0.375
thorough,0.75
thoroughly,0.625
thoughtful,0.625
thoughtfully,0.4375
thoughtfulness,0.375
thoughtless,0.625
thoughtlessly,0.3125
thrash,-0.041666667
thrashing,-0.125
threadlike,0.125
thready,0.125
threat,-0.75
threaten,-0.25
threatened,-0.25
threatening,-0.75
threateningly,0.25
thresh,-0.125
threskiornis,-0.125
thrice,0.25
thriftily,0.375
thriftlessly,0.25
thrifty,0.5
thrill,-0.25
thrilling,-0.5
thripidae,-0.375
thrive,0.125
thriving,0.5
throb,-0.375
throe,-0.875
throes,-0.625
thrombasthenia,-0.75
thrombin,-0.375
thrombocytopenia,-0.375
thrombopenia,-0.375
through,0.25
throughway,0.375
throw,-0.5
thrust,0.083333333
thrusting,0.25
thruway,0.375
thud,-0.125
thuggery,-0.375
thumbed,-0.375
thump,0.125
thunderbolt,-0.125
thunderclap,-0.125
thunderous,-0.75
thundery,-0.5
thwack,-0.125
thwarted,-0.5
thyroiditis,-0.625
thyrotoxicosis,-0.25
thysanoptera,-0.375
thysanuron,-0.25
thz,-0.125
tibicen,-0.25
tick,0.125
tide,0.125
tidily,0.375
tidiness,0.5
tidy,0.5
tied,0.25
tiff,-0.25
tight,0.25
tile,-0.375
tilefish,0.125
tilt,0
timbered,-0.25
time,0.625
timeless,0.125
times,0.5
timid,0.208333333
timidly,0.375
timorous,-0.125
timorously,0.25
tincture,-0.0625
tinea,-0.25
tined,-0.25
tineoid,-0.125
tineoidea,0.125
tinge,-0.125
tingidae,-0.375
tingle,-0.5
tinnitus,0.25
tinny,-0.75
tinpot,-0.5
tip,-0.375
tipped,-0.125
tipple,0.125
tiptop,0.625
tipulidae,-0.25
tire,0.25
tired,0.25
tiredly,0.5
tiredness,-0.25
tirelessly,0.375
tiresomely,0.25
titillation,0.125
titivate,0.25
titivation,-0.125
titter,0.125
tittering,0.125
tittivate,0.25
tittivation,-0.125
titular,-0.125
tizzy,-0.125
tko,-0.625
tlc,0.5
toady,0.125
toast,0.125
toccata,0.25
tocopherol,0.375
today,0.1875
todus,-0.125
toeless,-0.25
togetherness,0.25
toil,0.125
toilet,-0.5
toiling,-0.375
token,0.125
tolerable,0.125
tolerably,0.5
tolerant,0.25
tolerantly,0.25
tolerate,-0.083333333
toleration,-0.125
tom,-0.125
tomb,-0.125
tomcat,-0.125
tomorrow,-0.125
tone,0.0625
toned,0.25
toneless,-0.125
tongue,0
tongued,-0.3125
tongueless,-0.25
tonsillitis,-0.5
too,-0.125
toothsome,0.5
toothy,0.5
topless,0.125
topnotch,0.625
topographically,0.125
topper,0.75
topping,1
toppingly,0.375
topple,-0.375
tops,0.625
torch,-0.125
torment,-0.625
tormented,0.125
torn,-0.5
